OrderId,ProductID,Name,Month,BottleSize,Category,Gender,Season,SoldInSeason,DiscountPercent,CostPerBottle,SellingPrice,QuantitySold
23697,16,Very Sexy,August,100ml,Fruity,Her,All Seasons,1,20.0,350,600,5
23698,18,Marshmallow,January,5ml,Fruity,Unisex,Winter,1,60.0,20,50,11
23699,24,Ultra Male,January,30ml,Oriental,Him,Winter,1,20.0,150,300,2
23700,17,Yara Candy,November,20ml,Fruity,Her,Summer,0,50.0,45,200,2
23701,23,Moon Sparkle,June,50ml,Gourmand,Her,Summer,1,50.0,200,450,4
23702,18,Marshmallow,June,10ml,Fruity,Unisex,Winter,0,10.0,30,100,4
23703,23,Moon Sparkle,August,5ml,Gourmand,Her,Summer,1,10.0,20,50,5
23704,19,Good Girl,November,30ml,Oriental,Her,All Seasons,1,50.0,150,300,3
23705,22,Elixir,June,10ml,Fresh,Him,Summer,1,50.0,30,100,5
23706,5,One Million,July,100ml,Woody,Him,All Seasons,1,30.0,350,600,7
23707,24,Ultra Male,July,50ml,Oriental,Him,Winter,0,20.0,200,450,1
23708,9,Black XS L'exces,June,20ml,Oriental,Him,Summer,1,50.0,45,200,11
23709,20,Musk Roman,August,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,2
23710,10,Invictus,March,50ml,Oriental,Him,Summer,0,50.0,200,450,1
23711,11,Lacoste White,May,20ml,Woody,Him,Summer,1,20.0,45,200,6
23712,18,Marshmallow,June,50ml,Fruity,Unisex,Winter,0,50.0,200,450,0
23713,13,Black Opium,July,50ml,Oriental,Him,Winter,0,20.0,200,450,0
23714,18,Marshmallow,June,100ml,Fruity,Unisex,Winter,0,50.0,350,600,4
23715,2,Stronger With You,June,10ml,Fresh,Him,All Seasons,1,50.0,30,100,5
23716,21,Musk Pink,November,30ml,Fruity,Her,Summer,0,30.0,150,300,1
23717,10,Invictus,October,20ml,Oriental,Him,Summer,0,30.0,45,200,0
23718,19,Good Girl,November,10ml,Oriental,Her,All Seasons,1,50.0,30,100,6
23719,7,Imperial Valley,August,10ml,Oriental,Him,Summer,1,60.0,30,100,0
23720,15,Coconut Vanille,June,5ml,Musk,Unisex,Summer,1,50.0,20,50,10
23721,15,Coconut Vanille,June,10ml,Musk,Unisex,Summer,1,50.0,30,100,7
23722,4,Zara Gold,November,5ml,Woody,Him,All Seasons,1,60.0,20,50,9
23723,12,Spicebomb,August,10ml,Woody,Him,Winter,0,20.0,30,100,3
23724,16,Very Sexy,November,5ml,Fruity,Her,All Seasons,1,30.0,20,50,2
23725,21,Musk Pink,November,5ml,Fruity,Her,Summer,0,30.0,20,50,3
23726,22,Elixir,December,30ml,Fresh,Him,Summer,0,50.0,150,300,4
23727,10,Invictus,July,100ml,Oriental,Him,Summer,1,50.0,350,600,3
23728,16,Very Sexy,May,20ml,Fruity,Her,All Seasons,1,60.0,45,200,2
23729,5,One Million,November,30ml,Woody,Him,All Seasons,1,60.0,150,300,7
23730,22,Elixir,March,30ml,Fresh,Him,Summer,0,50.0,150,300,0
23731,21,Musk Pink,April,30ml,Fruity,Her,Summer,0,30.0,150,300,0
23732,24,Ultra Male,December,5ml,Oriental,Him,Winter,1,20.0,20,50,5
23733,12,Spicebomb,September,20ml,Woody,Him,Winter,0,10.0,45,200,3
23734,9,Black XS L'exces,August,50ml,Oriental,Him,Summer,1,20.0,200,450,4
23735,19,Good Girl,July,10ml,Oriental,Her,All Seasons,1,50.0,30,100,4
23736,18,Marshmallow,June,5ml,Fruity,Unisex,Winter,0,60.0,20,50,12
23737,6,Oud,November,30ml,Musk,Unisex,Winter,1,30.0,150,300,8
23738,13,Black Opium,May,50ml,Oriental,Him,Winter,0,20.0,200,450,4
23739,16,Very Sexy,June,50ml,Fruity,Her,All Seasons,1,60.0,200,450,1
23740,11,Lacoste White,February,50ml,Woody,Him,Summer,0,30.0,200,450,1
23741,9,Black XS L'exces,February,10ml,Oriental,Him,Summer,0,50.0,30,100,5
23742,6,Oud,March,30ml,Musk,Unisex,Winter,1,30.0,150,300,4
23743,10,Invictus,April,100ml,Oriental,Him,Summer,0,50.0,350,600,0
23744,6,Oud,April,10ml,Musk,Unisex,Winter,0,20.0,30,100,7
23745,8,Silver Scent,September,50ml,Oriental,Him,All Seasons,1,30.0,200,450,8
23746,5,One Million,July,30ml,Woody,Him,All Seasons,1,60.0,150,300,9
23747,10,Invictus,January,10ml,Oriental,Him,Summer,0,10.0,30,100,0
23748,16,Very Sexy,July,100ml,Fruity,Her,All Seasons,1,20.0,350,600,4
23749,10,Invictus,January,5ml,Oriental,Him,Summer,0,30.0,20,50,2
23750,4,Zara Gold,July,50ml,Woody,Him,All Seasons,1,10.0,200,450,0
23751,20,Musk Roman,January,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,4
23752,11,Lacoste White,January,5ml,Woody,Him,Summer,0,60.0,20,50,5
23753,15,Coconut Vanille,October,20ml,Musk,Unisex,Summer,0,10.0,45,200,3
23754,13,Black Opium,January,10ml,Oriental,Him,Winter,1,10.0,30,100,4
23755,13,Black Opium,December,20ml,Oriental,Him,Winter,1,50.0,45,200,8
23756,11,Lacoste White,June,50ml,Woody,Him,Summer,1,30.0,200,450,2
23757,19,Good Girl,October,30ml,Oriental,Her,All Seasons,1,50.0,150,300,4
23758,21,Musk Pink,March,10ml,Fruity,Her,Summer,0,50.0,30,100,2
23759,22,Elixir,June,50ml,Fresh,Him,Summer,1,30.0,200,450,3
23760,11,Lacoste White,November,50ml,Woody,Him,Summer,0,30.0,200,450,1
23761,9,Black XS L'exces,January,5ml,Oriental,Him,Summer,0,50.0,20,50,3
23762,2,Stronger With You,June,100ml,Fresh,Him,All Seasons,1,60.0,350,600,0
23763,11,Lacoste White,February,5ml,Woody,Him,Summer,0,60.0,20,50,6
23764,24,Ultra Male,May,10ml,Oriental,Him,Winter,0,30.0,30,100,0
23765,7,Imperial Valley,December,10ml,Oriental,Him,Summer,0,60.0,30,100,6
23766,21,Musk Pink,July,5ml,Fruity,Her,Summer,1,30.0,20,50,5
23767,19,Good Girl,May,30ml,Oriental,Her,All Seasons,1,50.0,150,300,8
23768,16,Very Sexy,August,20ml,Fruity,Her,All Seasons,1,60.0,45,200,0
23769,14,Khamra,April,50ml,Musk,Unisex,Winter,0,10.0,200,450,2
23770,19,Good Girl,January,10ml,Oriental,Her,All Seasons,1,50.0,30,100,11
23771,3,Stronger With You Intensely,July,100ml,Fresh,Him,Winter,0,10.0,350,600,3
23772,4,Zara Gold,September,30ml,Woody,Him,All Seasons,1,20.0,150,300,3
23773,5,One Million,March,5ml,Woody,Him,All Seasons,1,50.0,20,50,6
23774,19,Good Girl,February,10ml,Oriental,Her,All Seasons,1,50.0,30,100,13
23775,11,Lacoste White,August,20ml,Woody,Him,Summer,1,20.0,45,200,3
23776,5,One Million,May,30ml,Woody,Him,All Seasons,1,60.0,150,300,6
23777,2,Stronger With You,December,50ml,Fresh,Him,All Seasons,1,30.0,200,450,10
23778,12,Spicebomb,May,5ml,Woody,Him,Winter,0,60.0,20,50,8
23779,10,Invictus,May,50ml,Oriental,Him,Summer,1,50.0,200,450,7
23780,5,One Million,July,10ml,Woody,Him,All Seasons,1,50.0,30,100,2
23781,1,Le Male Elixir,December,100ml,Oriental,Him,Winter,1,60.0,350,600,4
23782,19,Good Girl,September,20ml,Oriental,Her,All Seasons,1,20.0,45,200,3
23783,19,Good Girl,August,100ml,Oriental,Her,All Seasons,1,30.0,350,600,0
23784,6,Oud,October,5ml,Musk,Unisex,Winter,0,30.0,20,50,2
23785,12,Spicebomb,October,10ml,Woody,Him,Winter,0,20.0,30,100,3
23786,7,Imperial Valley,July,100ml,Oriental,Him,Summer,1,50.0,350,600,3
23787,10,Invictus,April,10ml,Oriental,Him,Summer,0,10.0,30,100,3
23788,3,Stronger With You Intensely,February,10ml,Fresh,Him,Winter,1,50.0,30,100,3
23789,23,Moon Sparkle,July,30ml,Gourmand,Her,Summer,1,20.0,150,300,2
23790,18,Marshmallow,September,10ml,Fruity,Unisex,Winter,0,10.0,30,100,1
23791,22,Elixir,May,20ml,Fresh,Him,Summer,1,30.0,45,200,3
23792,8,Silver Scent,June,50ml,Oriental,Him,All Seasons,1,30.0,200,450,6
23793,21,Musk Pink,June,20ml,Fruity,Her,Summer,1,50.0,45,200,7
23794,13,Black Opium,August,20ml,Oriental,Him,Winter,0,50.0,45,200,2
23795,5,One Million,October,50ml,Woody,Him,All Seasons,1,30.0,200,450,4
23796,8,Silver Scent,June,100ml,Oriental,Him,All Seasons,1,60.0,350,600,4
23797,20,Musk Roman,July,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,2
23798,19,Good Girl,May,5ml,Oriental,Her,All Seasons,1,30.0,20,50,15
23799,18,Marshmallow,April,30ml,Fruity,Unisex,Winter,0,50.0,150,300,4
23800,6,Oud,September,20ml,Musk,Unisex,Winter,0,10.0,45,200,0
23801,16,Very Sexy,August,20ml,Fruity,Her,All Seasons,1,60.0,45,200,9
23802,23,Moon Sparkle,July,10ml,Gourmand,Her,Summer,1,30.0,30,100,2
23803,2,Stronger With You,April,10ml,Fresh,Him,All Seasons,1,50.0,30,100,4
23804,8,Silver Scent,November,50ml,Oriental,Him,All Seasons,1,30.0,200,450,1
23805,2,Stronger With You,October,100ml,Fresh,Him,All Seasons,1,60.0,350,600,8
23806,3,Stronger With You Intensely,September,30ml,Fresh,Him,Winter,0,50.0,150,300,1
23807,24,Ultra Male,October,10ml,Oriental,Him,Winter,0,30.0,30,100,7
23808,6,Oud,June,10ml,Musk,Unisex,Winter,0,20.0,30,100,5
23809,5,One Million,August,10ml,Woody,Him,All Seasons,1,50.0,30,100,6
23810,2,Stronger With You,March,30ml,Fresh,Him,All Seasons,1,10.0,150,300,2
23811,24,Ultra Male,October,50ml,Oriental,Him,Winter,0,20.0,200,450,4
23812,12,Spicebomb,January,50ml,Woody,Him,Winter,1,50.0,200,450,3
23813,19,Good Girl,July,30ml,Oriental,Her,All Seasons,1,50.0,150,300,2
23814,7,Imperial Valley,March,100ml,Oriental,Him,Summer,0,50.0,350,600,4
23815,16,Very Sexy,August,100ml,Fruity,Her,All Seasons,1,20.0,350,600,7
23816,22,Elixir,April,10ml,Fresh,Him,Summer,0,50.0,30,100,3
23817,17,Yara Candy,December,100ml,Fruity,Her,Summer,0,10.0,350,600,0
23818,13,Black Opium,February,5ml,Oriental,Him,Winter,1,30.0,20,50,3
23819,6,Oud,October,50ml,Musk,Unisex,Winter,0,60.0,200,450,5
23820,6,Oud,September,30ml,Musk,Unisex,Winter,0,30.0,150,300,3
23821,15,Coconut Vanille,December,5ml,Musk,Unisex,Summer,0,50.0,20,50,2
23822,11,Lacoste White,April,10ml,Woody,Him,Summer,0,50.0,30,100,3
23823,2,Stronger With You,September,100ml,Fresh,Him,All Seasons,1,60.0,350,600,1
23824,5,One Million,January,50ml,Woody,Him,All Seasons,1,30.0,200,450,2
23825,11,Lacoste White,September,30ml,Woody,Him,Summer,1,60.0,150,300,0
23826,5,One Million,June,50ml,Woody,Him,All Seasons,1,30.0,200,450,1
23827,14,Khamra,September,10ml,Musk,Unisex,Winter,0,50.0,30,100,1
23828,8,Silver Scent,October,10ml,Oriental,Him,All Seasons,1,20.0,30,100,10
23829,7,Imperial Valley,June,30ml,Oriental,Him,Summer,1,50.0,150,300,11
23830,3,Stronger With You Intensely,May,20ml,Fresh,Him,Winter,0,50.0,45,200,0
23831,13,Black Opium,September,10ml,Oriental,Him,Winter,0,10.0,30,100,1
23832,5,One Million,November,5ml,Woody,Him,All Seasons,1,50.0,20,50,9
23833,16,Very Sexy,May,20ml,Fruity,Her,All Seasons,1,60.0,45,200,4
23834,23,Moon Sparkle,November,50ml,Gourmand,Her,Summer,0,50.0,200,450,3
23835,22,Elixir,June,20ml,Fresh,Him,Summer,1,30.0,45,200,3
23836,17,Yara Candy,November,30ml,Fruity,Her,Summer,0,10.0,150,300,5
23837,20,Musk Roman,August,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,3
23838,23,Moon Sparkle,September,100ml,Gourmand,Her,Summer,1,10.0,350,600,4
23839,17,Yara Candy,September,50ml,Fruity,Her,Summer,1,60.0,200,450,11
23840,7,Imperial Valley,October,20ml,Oriental,Him,Summer,0,20.0,45,200,1
23841,13,Black Opium,November,20ml,Oriental,Him,Winter,1,50.0,45,200,6
23842,21,Musk Pink,May,30ml,Fruity,Her,Summer,1,30.0,150,300,3
23843,17,Yara Candy,September,5ml,Fruity,Her,Summer,1,20.0,20,50,7
23844,9,Black XS L'exces,September,30ml,Oriental,Him,Summer,1,10.0,150,300,4
23845,5,One Million,August,10ml,Woody,Him,All Seasons,1,50.0,30,100,7
23846,4,Zara Gold,March,30ml,Woody,Him,All Seasons,1,20.0,150,300,3
23847,10,Invictus,June,20ml,Oriental,Him,Summer,1,30.0,45,200,5
23848,20,Musk Roman,March,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,3
23849,14,Khamra,February,30ml,Musk,Unisex,Winter,1,30.0,150,300,4
23850,2,Stronger With You,December,20ml,Fresh,Him,All Seasons,1,20.0,45,200,2
23851,23,Moon Sparkle,September,50ml,Gourmand,Her,Summer,1,50.0,200,450,6
23852,10,Invictus,July,10ml,Oriental,Him,Summer,1,10.0,30,100,6
23853,10,Invictus,June,5ml,Oriental,Him,Summer,1,30.0,20,50,4
23854,20,Musk Roman,January,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,0
23855,10,Invictus,May,30ml,Oriental,Him,Summer,1,10.0,150,300,4
23856,15,Coconut Vanille,March,50ml,Musk,Unisex,Summer,0,50.0,200,450,0
23857,23,Moon Sparkle,July,20ml,Gourmand,Her,Summer,1,50.0,45,200,5
23858,13,Black Opium,June,50ml,Oriental,Him,Winter,0,20.0,200,450,3
23859,15,Coconut Vanille,December,5ml,Musk,Unisex,Summer,0,50.0,20,50,3
23860,9,Black XS L'exces,November,100ml,Oriental,Him,Summer,0,30.0,350,600,2
23861,22,Elixir,August,100ml,Fresh,Him,Summer,1,30.0,350,600,5
23862,2,Stronger With You,November,10ml,Fresh,Him,All Seasons,1,50.0,30,100,11
23863,7,Imperial Valley,April,10ml,Oriental,Him,Summer,0,60.0,30,100,10
23864,24,Ultra Male,February,5ml,Oriental,Him,Winter,1,20.0,20,50,1
23865,12,Spicebomb,July,100ml,Woody,Him,Winter,0,10.0,350,600,3
23866,5,One Million,January,5ml,Woody,Him,All Seasons,1,50.0,20,50,15
23867,10,Invictus,December,50ml,Oriental,Him,Summer,0,50.0,200,450,3
23868,7,Imperial Valley,February,5ml,Oriental,Him,Summer,0,60.0,20,50,2
23869,13,Black Opium,November,100ml,Oriental,Him,Winter,1,20.0,350,600,6
23870,6,Oud,September,10ml,Musk,Unisex,Winter,0,20.0,30,100,6
23871,10,Invictus,March,20ml,Oriental,Him,Summer,0,30.0,45,200,4
23872,22,Elixir,July,5ml,Fresh,Him,Summer,1,10.0,20,50,7
23873,2,Stronger With You,July,10ml,Fresh,Him,All Seasons,1,50.0,30,100,0
23874,19,Good Girl,September,100ml,Oriental,Her,All Seasons,1,30.0,350,600,2
23875,2,Stronger With You,June,30ml,Fresh,Him,All Seasons,1,10.0,150,300,0
23876,11,Lacoste White,August,10ml,Woody,Him,Summer,1,50.0,30,100,4
23877,17,Yara Candy,May,100ml,Fruity,Her,Summer,1,10.0,350,600,3
23878,23,Moon Sparkle,February,100ml,Gourmand,Her,Summer,0,10.0,350,600,1
23879,7,Imperial Valley,September,20ml,Oriental,Him,Summer,1,20.0,45,200,6
23880,2,Stronger With You,April,20ml,Fresh,Him,All Seasons,1,20.0,45,200,13
23881,19,Good Girl,April,100ml,Oriental,Her,All Seasons,1,30.0,350,600,8
23882,22,Elixir,April,30ml,Fresh,Him,Summer,0,50.0,150,300,2
23883,14,Khamra,July,10ml,Musk,Unisex,Winter,0,50.0,30,100,3
23884,2,Stronger With You,September,30ml,Fresh,Him,All Seasons,1,10.0,150,300,2
23885,13,Black Opium,October,20ml,Oriental,Him,Winter,0,50.0,45,200,4
23886,10,Invictus,August,20ml,Oriental,Him,Summer,1,30.0,45,200,10
23887,11,Lacoste White,May,30ml,Woody,Him,Summer,1,60.0,150,300,4
23888,2,Stronger With You,December,20ml,Fresh,Him,All Seasons,1,20.0,45,200,1
23889,8,Silver Scent,June,30ml,Oriental,Him,All Seasons,1,60.0,150,300,2
23890,24,Ultra Male,February,30ml,Oriental,Him,Winter,1,20.0,150,300,3
23891,2,Stronger With You,October,100ml,Fresh,Him,All Seasons,1,60.0,350,600,0
23892,22,Elixir,December,100ml,Fresh,Him,Summer,0,30.0,350,600,4
23893,13,Black Opium,April,100ml,Oriental,Him,Winter,0,20.0,350,600,0
23894,15,Coconut Vanille,March,50ml,Musk,Unisex,Summer,0,50.0,200,450,1
23895,23,Moon Sparkle,May,20ml,Gourmand,Her,Summer,1,50.0,45,200,2
23896,6,Oud,May,20ml,Musk,Unisex,Winter,0,10.0,45,200,2
23897,24,Ultra Male,March,5ml,Oriental,Him,Winter,1,20.0,20,50,7
23898,7,Imperial Valley,January,50ml,Oriental,Him,Summer,0,10.0,200,450,1
23899,9,Black XS L'exces,March,100ml,Oriental,Him,Summer,0,30.0,350,600,3
23900,11,Lacoste White,April,30ml,Woody,Him,Summer,0,60.0,150,300,0
23901,15,Coconut Vanille,March,100ml,Musk,Unisex,Summer,0,60.0,350,600,4
23902,8,Silver Scent,March,30ml,Oriental,Him,All Seasons,1,60.0,150,300,1
23903,20,Musk Roman,December,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,2
23904,1,Le Male Elixir,March,100ml,Oriental,Him,Winter,1,60.0,350,600,7
23905,16,Very Sexy,October,20ml,Fruity,Her,All Seasons,1,60.0,45,200,2
23906,16,Very Sexy,July,30ml,Fruity,Her,All Seasons,1,20.0,150,300,6
23907,13,Black Opium,June,30ml,Oriental,Him,Winter,0,30.0,150,300,5
23908,15,Coconut Vanille,October,20ml,Musk,Unisex,Summer,0,10.0,45,200,0
23909,18,Marshmallow,January,20ml,Fruity,Unisex,Winter,1,50.0,45,200,0
23910,22,Elixir,September,50ml,Fresh,Him,Summer,1,30.0,200,450,4
23911,6,Oud,May,10ml,Musk,Unisex,Winter,0,20.0,30,100,0
23912,12,Spicebomb,October,20ml,Woody,Him,Winter,0,10.0,45,200,3
23913,14,Khamra,December,5ml,Musk,Unisex,Winter,1,30.0,20,50,6
23914,9,Black XS L'exces,September,10ml,Oriental,Him,Summer,1,50.0,30,100,5
23915,24,Ultra Male,February,50ml,Oriental,Him,Winter,1,20.0,200,450,10
23916,13,Black Opium,December,30ml,Oriental,Him,Winter,1,30.0,150,300,3
23917,15,Coconut Vanille,October,20ml,Musk,Unisex,Summer,0,10.0,45,200,3
23918,5,One Million,January,100ml,Woody,Him,All Seasons,1,30.0,350,600,9
23919,10,Invictus,March,10ml,Oriental,Him,Summer,0,10.0,30,100,2
23920,16,Very Sexy,December,30ml,Fruity,Her,All Seasons,1,20.0,150,300,7
23921,11,Lacoste White,November,5ml,Woody,Him,Summer,0,60.0,20,50,6
23922,19,Good Girl,May,100ml,Oriental,Her,All Seasons,1,30.0,350,600,6
23923,4,Zara Gold,December,100ml,Woody,Him,All Seasons,1,60.0,350,600,4
23924,4,Zara Gold,June,50ml,Woody,Him,All Seasons,1,10.0,200,450,2
23925,9,Black XS L'exces,November,10ml,Oriental,Him,Summer,0,50.0,30,100,3
23926,8,Silver Scent,July,20ml,Oriental,Him,All Seasons,1,10.0,45,200,7
23927,20,Musk Roman,August,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,2
23928,21,Musk Pink,January,20ml,Fruity,Her,Summer,0,50.0,45,200,3
23929,12,Spicebomb,December,5ml,Woody,Him,Winter,1,60.0,20,50,10
23930,13,Black Opium,March,30ml,Oriental,Him,Winter,1,30.0,150,300,1
23931,8,Silver Scent,March,5ml,Oriental,Him,All Seasons,1,50.0,20,50,2
23932,13,Black Opium,June,100ml,Oriental,Him,Winter,0,20.0,350,600,4
23933,17,Yara Candy,October,5ml,Fruity,Her,Summer,0,20.0,20,50,3
23934,18,Marshmallow,October,20ml,Fruity,Unisex,Winter,0,50.0,45,200,4
23935,24,Ultra Male,August,10ml,Oriental,Him,Winter,0,30.0,30,100,4
23936,14,Khamra,November,10ml,Musk,Unisex,Winter,1,50.0,30,100,3
23937,9,Black XS L'exces,September,100ml,Oriental,Him,Summer,1,30.0,350,600,2
23938,2,Stronger With You,February,5ml,Fresh,Him,All Seasons,1,10.0,20,50,12
23939,17,Yara Candy,October,50ml,Fruity,Her,Summer,0,60.0,200,450,4
23940,20,Musk Roman,April,30ml,Musk,Unisex,All Seasons,1,10.0,150,300,10
23941,14,Khamra,July,50ml,Musk,Unisex,Winter,0,10.0,200,450,3
23942,23,Moon Sparkle,August,20ml,Gourmand,Her,Summer,1,50.0,45,200,9
23943,8,Silver Scent,May,5ml,Oriental,Him,All Seasons,1,50.0,20,50,9
23944,2,Stronger With You,May,30ml,Fresh,Him,All Seasons,1,10.0,150,300,2
23945,16,Very Sexy,April,5ml,Fruity,Her,All Seasons,1,30.0,20,50,4
23946,3,Stronger With You Intensely,April,20ml,Fresh,Him,Winter,0,50.0,45,200,2
23947,3,Stronger With You Intensely,December,30ml,Fresh,Him,Winter,1,50.0,150,300,4
23948,17,Yara Candy,May,30ml,Fruity,Her,Summer,1,10.0,150,300,2
23949,11,Lacoste White,June,50ml,Woody,Him,Summer,1,30.0,200,450,3
23950,15,Coconut Vanille,September,10ml,Musk,Unisex,Summer,1,50.0,30,100,2
23951,18,Marshmallow,March,100ml,Fruity,Unisex,Winter,1,50.0,350,600,1
23952,10,Invictus,March,20ml,Oriental,Him,Summer,0,30.0,45,200,1
23953,15,Coconut Vanille,March,50ml,Musk,Unisex,Summer,0,50.0,200,450,0
23954,13,Black Opium,January,20ml,Oriental,Him,Winter,1,50.0,45,200,6
23955,14,Khamra,June,20ml,Musk,Unisex,Winter,0,60.0,45,200,1
23956,17,Yara Candy,January,30ml,Fruity,Her,Summer,0,10.0,150,300,0
23957,10,Invictus,May,100ml,Oriental,Him,Summer,1,50.0,350,600,5
23958,13,Black Opium,July,20ml,Oriental,Him,Winter,0,50.0,45,200,5
23959,15,Coconut Vanille,April,5ml,Musk,Unisex,Summer,0,50.0,20,50,6
23960,4,Zara Gold,April,30ml,Woody,Him,All Seasons,1,20.0,150,300,0
23961,6,Oud,August,20ml,Musk,Unisex,Winter,0,10.0,45,200,3
23962,3,Stronger With You Intensely,July,50ml,Fresh,Him,Winter,0,30.0,200,450,4
23963,5,One Million,October,50ml,Woody,Him,All Seasons,1,30.0,200,450,7
23964,11,Lacoste White,November,20ml,Woody,Him,Summer,0,20.0,45,200,1
23965,23,Moon Sparkle,March,100ml,Gourmand,Her,Summer,0,10.0,350,600,1
23966,23,Moon Sparkle,April,50ml,Gourmand,Her,Summer,0,50.0,200,450,1
23967,19,Good Girl,July,50ml,Oriental,Her,All Seasons,1,30.0,200,450,1
23968,14,Khamra,March,100ml,Musk,Unisex,Winter,1,60.0,350,600,3
23969,5,One Million,September,100ml,Woody,Him,All Seasons,1,30.0,350,600,5
23970,9,Black XS L'exces,January,50ml,Oriental,Him,Summer,0,20.0,200,450,2
23971,19,Good Girl,May,100ml,Oriental,Her,All Seasons,1,30.0,350,600,4
23972,22,Elixir,December,50ml,Fresh,Him,Summer,0,30.0,200,450,4
23973,24,Ultra Male,September,100ml,Oriental,Him,Winter,0,30.0,350,600,4
23974,10,Invictus,July,50ml,Oriental,Him,Summer,1,50.0,200,450,6
23975,12,Spicebomb,January,20ml,Woody,Him,Winter,1,10.0,45,200,6
23976,13,Black Opium,October,20ml,Oriental,Him,Winter,0,50.0,45,200,0
23977,2,Stronger With You,June,50ml,Fresh,Him,All Seasons,1,30.0,200,450,0
23978,3,Stronger With You Intensely,November,100ml,Fresh,Him,Winter,1,10.0,350,600,2
23979,2,Stronger With You,October,30ml,Fresh,Him,All Seasons,1,10.0,150,300,6
23980,18,Marshmallow,December,10ml,Fruity,Unisex,Winter,1,10.0,30,100,10
23981,6,Oud,February,50ml,Musk,Unisex,Winter,1,60.0,200,450,13
23982,17,Yara Candy,November,10ml,Fruity,Her,Summer,0,50.0,30,100,4
23983,10,Invictus,September,50ml,Oriental,Him,Summer,1,50.0,200,450,4
23984,20,Musk Roman,April,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,7
23985,3,Stronger With You Intensely,November,100ml,Fresh,Him,Winter,1,10.0,350,600,3
23986,8,Silver Scent,July,20ml,Oriental,Him,All Seasons,1,10.0,45,200,2
23987,5,One Million,August,20ml,Woody,Him,All Seasons,1,30.0,45,200,8
23988,11,Lacoste White,December,50ml,Woody,Him,Summer,0,30.0,200,450,1
23989,14,Khamra,July,50ml,Musk,Unisex,Winter,0,10.0,200,450,3
23990,5,One Million,August,10ml,Woody,Him,All Seasons,1,50.0,30,100,2
23991,17,Yara Candy,November,5ml,Fruity,Her,Summer,0,20.0,20,50,6
23992,24,Ultra Male,October,100ml,Oriental,Him,Winter,0,30.0,350,600,4
23993,2,Stronger With You,August,100ml,Fresh,Him,All Seasons,1,60.0,350,600,4
23994,3,Stronger With You Intensely,November,30ml,Fresh,Him,Winter,1,50.0,150,300,2
23995,23,Moon Sparkle,November,5ml,Gourmand,Her,Summer,0,10.0,20,50,2
23996,16,Very Sexy,August,100ml,Fruity,Her,All Seasons,1,20.0,350,600,3
23997,23,Moon Sparkle,February,20ml,Gourmand,Her,Summer,0,50.0,45,200,0
23998,17,Yara Candy,September,30ml,Fruity,Her,Summer,1,10.0,150,300,2
23999,18,Marshmallow,April,50ml,Fruity,Unisex,Winter,0,50.0,200,450,1
24000,4,Zara Gold,August,30ml,Woody,Him,All Seasons,1,20.0,150,300,10
24001,13,Black Opium,May,10ml,Oriental,Him,Winter,0,10.0,30,100,0
24002,9,Black XS L'exces,May,100ml,Oriental,Him,Summer,1,30.0,350,600,3
24003,21,Musk Pink,December,30ml,Fruity,Her,Summer,0,30.0,150,300,1
24004,2,Stronger With You,March,100ml,Fresh,Him,All Seasons,1,60.0,350,600,3
24005,1,Le Male Elixir,February,5ml,Oriental,Him,Winter,1,10.0,20,50,6
24006,14,Khamra,August,50ml,Musk,Unisex,Winter,0,10.0,200,450,5
24007,24,Ultra Male,August,10ml,Oriental,Him,Winter,0,30.0,30,100,3
24008,24,Ultra Male,December,5ml,Oriental,Him,Winter,1,20.0,20,50,6
24009,15,Coconut Vanille,January,100ml,Musk,Unisex,Summer,0,60.0,350,600,3
24010,11,Lacoste White,November,5ml,Woody,Him,Summer,0,60.0,20,50,1
24011,7,Imperial Valley,November,5ml,Oriental,Him,Summer,0,60.0,20,50,7
24012,24,Ultra Male,March,5ml,Oriental,Him,Winter,1,20.0,20,50,11
24013,5,One Million,October,20ml,Woody,Him,All Seasons,1,30.0,45,200,0
24014,4,Zara Gold,November,5ml,Woody,Him,All Seasons,1,60.0,20,50,0
24015,13,Black Opium,February,5ml,Oriental,Him,Winter,1,30.0,20,50,7
24016,10,Invictus,January,30ml,Oriental,Him,Summer,0,10.0,150,300,2
24017,12,Spicebomb,August,10ml,Woody,Him,Winter,0,20.0,30,100,4
24018,22,Elixir,August,20ml,Fresh,Him,Summer,1,30.0,45,200,4
24019,7,Imperial Valley,November,5ml,Oriental,Him,Summer,0,60.0,20,50,10
24020,22,Elixir,December,50ml,Fresh,Him,Summer,0,30.0,200,450,5
24021,6,Oud,February,20ml,Musk,Unisex,Winter,1,10.0,45,200,1
24022,8,Silver Scent,December,100ml,Oriental,Him,All Seasons,1,60.0,350,600,3
24023,1,Le Male Elixir,November,50ml,Oriental,Him,Winter,1,30.0,200,450,2
24024,17,Yara Candy,August,20ml,Fruity,Her,Summer,1,50.0,45,200,4
