TransactionID,PurchaseDate,PurchaseYear,PurchaseMonth,CustomerID,CustomerGovernorate,ProductID,ProductName,ProductBrand,ScentCategory,TargetGender,RecommendedSeason,BottleSize,OriginalUnitPrice_EGP,QuantityPurchased,IsPromotionApplied,DiscountPercent,DiscountedUnitPrice_EGP,TotalSaleAmount_EGP,CostToPriceRatio,TotalCostAmount_EGP,NetProfitAmount_EGP,PaymentStatus,CustomerRating
25606,2024-07-16,2024,7,3151,Ismailia,13,Aurum 13,Nile Essence,Woody,Unisex,AllSeasons,10ml,100,1,1,11.8,88.2,88.2,0.367,36.67,51.53,Paid,3.0
25607,2024-07-16,2024,7,2158,Assiut,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.365,47.51,82.49,Paid,
25608,2024-07-16,2024,7,1844,Minya,20,Velour 20,Velour House,Fresh,Female,Summer,15ml,130,1,0,0.0,130.0,130.0,0.426,55.41,74.59,Paid,5.0
25609,2024-07-16,2024,7,1145,Damietta,16,Desert 16,Lumière Paris-Style,Fruity,Unisex,Winter,15ml,130,1,1,29.2,92.04,92.04,0.358,46.5,45.54,Paid,
25610,2024-07-16,2024,7,307,Aswan,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.416,124.92,175.08,Paid,4.0
25611,2024-07-16,2024,7,3590,Tanta,5,Rosewood 05,Aurum Scents,Woody,Unisex,Summer,50ml,450,2,1,23.8,342.9,685.8,0.412,371.15,314.65,Paid,4.0
25612,2024-07-16,2024,7,3781,Port Said,12,Aurum 12,Velour House,Fresh,Male,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.44,132.13,167.87,Paid,5.0
25613,2024-07-16,2024,7,1946,Fayoum,1,Rosewood 01,Desert Oud,Oriental,Male,Summer,10ml,100,1,0,0.0,100.0,100.0,0.372,37.2,62.8,Paid,
25614,2024-07-16,2024,7,2780,Fayoum,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,3ml,30,1,1,14.5,25.65,25.65,0.404,12.12,13.53,Paid,
25615,2024-07-16,2024,7,1727,Luxor,2,Lumière 02,Velour House,Floral,Female,AllSeasons,3ml,30,2,0,0.0,30.0,60.0,0.426,25.54,34.46,Paid,
25616,2024-07-16,2024,7,342,Luxor,29,Rosewood 29,Desert Oud,Oriental,Male,Summer,10ml,100,1,0,0.0,100.0,100.0,0.368,36.75,63.25,Paid,
25617,2024-07-16,2024,7,2768,Alexandria,31,Silk 31,Midnight Bloom,Citrus,Female,Summer,5ml,50,1,1,15.7,42.15,42.15,0.361,18.03,24.12,Paid,
25618,2024-07-17,2024,7,3383,Suez,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,15ml,130,1,0,0.0,130.0,130.0,0.387,50.29,79.71,Paid,
25619,2024-07-17,2024,7,3161,Zagazig,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,15ml,130,1,1,13.4,112.58,112.58,0.423,54.93,57.65,Paid,
25620,2024-07-17,2024,7,1973,Cairo,29,Rosewood 29,Desert Oud,Oriental,Male,Summer,15ml,130,1,0,0.0,130.0,130.0,0.375,48.72,81.28,Paid,
25621,2024-07-17,2024,7,1372,Aswan,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,100ml,600,1,0,0.0,600.0,600.0,0.422,252.96,347.04,Paid,
25622,2024-07-17,2024,7,1596,Damietta,37,Silk 37,Silk Route,Oriental,Female,Summer,5ml,50,4,0,0.0,50.0,200.0,0.361,72.21,127.79,Refunded,
25623,2024-07-17,2024,7,1007,Tanta,30,Lumière 30,Aurum Scents,Floral,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.421,54.75,75.25,Paid,
25624,2024-07-17,2024,7,2907,Minya,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,50ml,450,3,1,27.7,325.35,976.05,0.36,485.4,490.65,Paid,
25625,2024-07-17,2024,7,2218,Minya,38,Rosewood 38,Aurum Scents,Floral,Female,AllSeasons,15ml,130,4,0,0.0,130.0,520.0,0.385,200.11,319.89,Paid,
25626,2024-07-17,2024,7,3827,Aswan,29,Rosewood 29,Desert Oud,Oriental,Male,Summer,3ml,30,1,1,19.3,24.21,24.21,0.421,12.64,11.57,Paid,
25627,2024-07-17,2024,7,208,Alexandria,12,Aurum 12,Velour House,Fresh,Male,AllSeasons,100ml,600,2,1,22.5,465.0,930.0,0.391,468.87,461.13,Paid,
25628,2024-07-17,2024,7,3886,Port Said,34,Amber 34,Elxair Noir,Fruity,Male,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.382,19.1,30.9,Paid,
25629,2024-07-17,2024,7,1971,Port Said,26,Elxair 26,Aurum Scents,Citrus,Female,AllSeasons,50ml,450,2,0,0.0,450.0,900.0,0.419,376.68,523.32,Paid,
25630,2024-07-17,2024,7,64,Ismailia,3,Aurum 03,Lumière Paris-Style,Oriental,Male,Winter,50ml,450,2,0,0.0,450.0,900.0,0.402,361.41,538.59,Paid,
25631,2024-07-17,2024,7,282,Luxor,28,Amber 28,Velour House,Musk,Unisex,Winter,15ml,130,1,1,16.1,109.07,109.07,0.413,53.68,55.39,Paid,5.0
25632,2024-07-17,2024,7,3757,Port Said,17,Velour 17,Nile Essence,Musk,Unisex,AllSeasons,5ml,50,1,1,17.6,41.2,41.2,0.409,20.45,20.75,Paid,
25633,2024-07-17,2024,7,1268,Ismailia,31,Silk 31,Midnight Bloom,Citrus,Female,Summer,15ml,130,1,0,0.0,130.0,130.0,0.363,47.24,82.76,Paid,
25634,2024-07-17,2024,7,2134,Port Said,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,3ml,30,1,0,0.0,30.0,30.0,0.44,13.19,16.81,Paid,
25635,2024-07-17,2024,7,3460,Qena,38,Rosewood 38,Aurum Scents,Floral,Female,AllSeasons,5ml,50,1,1,17.4,41.3,41.3,0.421,21.06,20.24,Refunded,
25636,2024-07-17,2024,7,600,Minya,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,3ml,30,1,0,0.0,30.0,30.0,0.45,13.49,16.51,Paid,
25637,2024-07-17,2024,7,1864,Damietta,27,Midnight 27,Desert Oud,Fruity,Unisex,Summer,15ml,130,2,0,0.0,130.0,260.0,0.375,97.48,162.52,Paid,
25638,2024-07-17,2024,7,3882,Fayoum,43,Midnight 43,Elxair Noir,Fresh,Female,Winter,50ml,450,1,0,0.0,450.0,450.0,0.421,189.66,260.34,Paid,
25639,2024-07-17,2024,7,2905,Zagazig,28,Amber 28,Velour House,Musk,Unisex,Winter,50ml,450,1,1,25.8,333.9,333.9,0.41,184.38,149.52,Paid,
25640,2024-07-17,2024,7,282,Luxor,2,Lumière 02,Velour House,Floral,Female,AllSeasons,50ml,450,1,1,10.5,402.75,402.75,0.374,168.41,234.34,Paid,
25641,2024-07-17,2024,7,743,Sohag,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.384,11.52,18.48,Paid,4.0
25642,2024-07-17,2024,7,622,Luxor,36,Desert 36,Rosewood Atelier,Fruity,Male,Winter,10ml,100,1,1,20.4,79.6,79.6,0.382,38.16,41.44,Paid,
25643,2024-07-17,2024,7,2017,Aswan,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,30ml,300,3,0,0.0,300.0,900.0,0.448,403.18,496.82,Paid,3.0
25644,2024-07-17,2024,7,282,Tanta,11,Lumière 11,Lumière Paris-Style,Floral,Male,Summer,30ml,300,1,0,0.0,300.0,300.0,0.35,105.01,194.99,Paid,
25645,2024-07-17,2024,7,1538,Sohag,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,10ml,100,1,1,26.9,73.1,73.1,0.441,44.06,29.04,Paid,4.0
25646,2024-07-17,2024,7,3326,Cairo,27,Midnight 27,Desert Oud,Fruity,Unisex,Summer,100ml,600,3,0,0.0,600.0,1800.0,0.443,797.34,1002.66,Paid,4.0
25647,2024-07-17,2024,7,201,Aswan,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,50ml,450,1,0,0.0,450.0,450.0,0.378,170.02,279.98,Paid,
25648,2024-07-17,2024,7,1998,Port Said,4,Desert 04,Rosewood Atelier,Citrus,Female,Summer,15ml,130,1,1,14.5,111.15,111.15,0.371,48.28,62.87,Paid,5.0
25649,2024-07-17,2024,7,385,Damietta,3,Aurum 03,Lumière Paris-Style,Oriental,Male,Winter,15ml,130,1,0,0.0,130.0,130.0,0.382,49.64,80.36,Paid,
25650,2024-07-17,2024,7,1899,Zagazig,7,Amber 07,Elxair Noir,Woody,Female,Summer,5ml,50,1,0,0.0,50.0,50.0,0.375,18.77,31.23,Paid,5.0
25651,2024-07-17,2024,7,3119,Minya,40,Lumière 40,Aurum Scents,Fruity,Unisex,Summer,3ml,30,1,0,0.0,30.0,30.0,0.395,11.84,18.16,Paid,
25652,2024-07-17,2024,7,284,Mansoura,16,Desert 16,Lumière Paris-Style,Fruity,Unisex,Winter,3ml,30,1,0,0.0,30.0,30.0,0.372,11.16,18.84,Paid,
25653,2024-07-17,2024,7,569,Giza,32,Amber 32,Silk Route,Woody,Male,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.354,17.72,32.28,Paid,5.0
25654,2024-07-17,2024,7,3693,Zagazig,29,Rosewood 29,Desert Oud,Oriental,Male,Summer,3ml,30,1,1,20.4,23.88,23.88,0.411,12.33,11.55,Paid,
25655,2024-07-17,2024,7,1491,Luxor,35,Rosewood 35,Silk Route,Musk,Unisex,Summer,30ml,300,1,0,0.0,300.0,300.0,0.363,108.77,191.23,Paid,
25656,2024-07-17,2024,7,329,Giza,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,50ml,450,4,1,19.5,362.25,1449.0,0.369,664.91,784.09,Paid,
25657,2024-07-17,2024,7,1275,Minya,45,Midnight 45,Amber & Co,Oriental,Male,Summer,30ml,300,1,0,0.0,300.0,300.0,0.353,105.77,194.23,Paid,
25658,2024-07-17,2024,7,2830,Alexandria,26,Elxair 26,Aurum Scents,Citrus,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.445,57.79,72.21,Paid,5.0
25659,2024-07-17,2024,7,3890,Aswan,38,Rosewood 38,Aurum Scents,Floral,Female,AllSeasons,5ml,50,1,1,11.3,44.35,44.35,0.447,22.35,22.0,Paid,
25660,2024-07-17,2024,7,1269,Sohag,9,Aurum 09,Velour House,Fresh,Male,Winter,15ml,130,1,0,0.0,130.0,130.0,0.41,53.28,76.72,Pending,5.0
25661,2024-07-17,2024,7,392,Qena,25,Silk 25,Silk Route,Oriental,Male,Winter,100ml,600,2,0,0.0,600.0,1200.0,0.377,452.62,747.38,Paid,
25662,2024-07-17,2024,7,3241,Minya,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,3ml,30,2,0,0.0,30.0,60.0,0.372,22.3,37.7,Paid,
25663,2024-07-17,2024,7,3002,Mansoura,21,Desert 21,Midnight Bloom,Musk,Unisex,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.351,35.11,64.89,Paid,
25664,2024-07-17,2024,7,342,Port Said,33,Desert 33,Silk Route,Fruity,Male,Winter,5ml,50,1,1,29.0,35.5,35.5,0.43,21.52,13.98,Paid,4.0
25665,2024-07-18,2024,7,300,Aswan,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,15ml,130,1,1,10.1,116.87,116.87,0.371,48.21,68.66,Paid,
25666,2024-07-18,2024,7,3343,Cairo,3,Aurum 03,Lumière Paris-Style,Oriental,Male,Winter,3ml,30,1,1,25.4,22.38,22.38,0.371,11.14,11.24,Paid,
25667,2024-07-18,2024,7,1953,Beni Suef,18,Aurum 18,Velour House,Citrus,Male,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.403,12.1,17.9,Paid,
25668,2024-07-18,2024,7,802,Luxor,14,Amber 14,Nile Essence,Floral,Unisex,Summer,10ml,100,1,1,14.2,85.8,85.8,0.351,35.13,50.67,Paid,
25669,2024-07-18,2024,7,991,Damietta,14,Amber 14,Nile Essence,Floral,Unisex,Summer,15ml,130,1,0,0.0,130.0,130.0,0.441,57.33,72.67,Paid,
25670,2024-07-18,2024,7,725,Zagazig,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,15ml,130,1,1,29.6,91.52,91.52,0.435,56.59,34.93,Paid,
25671,2024-07-18,2024,7,42,Cairo,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.43,12.89,17.11,Paid,
25672,2024-07-18,2024,7,280,Zagazig,42,Velour 42,Amber & Co,Woody,Male,AllSeasons,30ml,300,3,0,0.0,300.0,900.0,0.372,334.52,565.48,Paid,
25673,2024-07-18,2024,7,3458,Qena,45,Midnight 45,Amber & Co,Oriental,Male,Summer,3ml,30,3,0,0.0,30.0,90.0,0.423,38.07,51.93,Paid,5.0
25674,2024-07-18,2024,7,3525,Damietta,25,Silk 25,Silk Route,Oriental,Male,Winter,15ml,130,1,0,0.0,130.0,130.0,0.449,58.39,71.61,Paid,
25675,2024-07-18,2024,7,1807,Giza,18,Aurum 18,Velour House,Citrus,Male,AllSeasons,10ml,100,2,0,0.0,100.0,200.0,0.425,84.94,115.06,Paid,4.0
25676,2024-07-18,2024,7,2154,Assiut,6,Midnight 06,Amber & Co,Fruity,Male,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.4,51.98,78.02,Paid,
25677,2024-07-18,2024,7,2467,Aswan,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,10ml,100,1,1,13.9,86.1,86.1,0.402,40.17,45.93,Paid,4.0
25678,2024-07-18,2024,7,3413,Assiut,12,Aurum 12,Velour House,Fresh,Male,AllSeasons,15ml,130,3,1,20.5,103.35,310.05,0.351,136.86,173.19,Paid,
25679,2024-07-18,2024,7,2967,Giza,9,Aurum 09,Velour House,Fresh,Male,Winter,10ml,100,3,1,29.9,70.1,210.3,0.44,132.11,78.19,Paid,5.0
25680,2024-07-18,2024,7,3385,Port Said,21,Desert 21,Midnight Bloom,Musk,Unisex,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.366,18.31,31.69,Paid,
25681,2024-07-18,2024,7,1723,Sohag,39,Velour 39,Elxair Noir,Fruity,Female,AllSeasons,10ml,100,1,0,0.0,100.0,100.0,0.397,39.65,60.35,Paid,
25682,2024-07-18,2024,7,1377,Luxor,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,5ml,50,1,1,11.7,44.15,44.15,0.408,20.39,23.76,Paid,4.0
25683,2024-07-18,2024,7,3389,Assiut,9,Aurum 09,Velour House,Fresh,Male,Winter,3ml,30,2,1,23.2,23.04,46.08,0.421,25.27,20.81,Paid,4.0
25684,2024-07-18,2024,7,590,Damietta,13,Aurum 13,Nile Essence,Woody,Unisex,AllSeasons,15ml,130,3,0,0.0,130.0,390.0,0.369,143.98,246.02,Paid,5.0
25685,2024-07-18,2024,7,1693,Damietta,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,50ml,450,1,0,0.0,450.0,450.0,0.368,165.69,284.31,Paid,4.0
25686,2024-07-18,2024,7,2878,Port Said,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,10ml,100,3,0,0.0,100.0,300.0,0.398,119.26,180.74,Paid,
25687,2024-07-18,2024,7,2453,Minya,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,3ml,30,1,1,24.1,22.77,22.77,0.434,13.02,9.75,Paid,
25688,2024-07-18,2024,7,1583,Minya,2,Lumière 02,Velour House,Floral,Female,AllSeasons,5ml,50,1,1,20.9,39.55,39.55,0.384,19.2,20.35,Paid,3.0
25689,2024-07-18,2024,7,3305,Sohag,31,Silk 31,Midnight Bloom,Citrus,Female,Summer,15ml,130,1,1,14.6,111.02,111.02,0.401,52.18,58.84,Paid,
25690,2024-07-18,2024,7,867,Cairo,42,Velour 42,Amber & Co,Woody,Male,AllSeasons,100ml,600,1,1,20.1,479.4,479.4,0.369,221.38,258.02,Paid,5.0
25691,2024-07-18,2024,7,2155,Beni Suef,44,Silk 44,Aurum Scents,Citrus,Male,Winter,50ml,450,2,0,0.0,450.0,900.0,0.416,374.42,525.58,Paid,
25692,2024-07-18,2024,7,1500,Damietta,42,Velour 42,Amber & Co,Woody,Male,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.412,123.53,176.47,Paid,
25693,2024-07-18,2024,7,2530,Tanta,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,10ml,100,1,0,0.0,100.0,100.0,0.422,42.19,57.81,Paid,4.0
25694,2024-07-18,2024,7,1884,Tanta,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,15ml,130,2,0,0.0,130.0,260.0,0.389,101.17,158.83,Paid,3.0
25695,2024-07-18,2024,7,3253,Giza,2,Lumière 02,Velour House,Floral,Female,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.41,122.95,177.05,Paid,4.0
25696,2024-07-18,2024,7,2244,Beni Suef,29,Rosewood 29,Desert Oud,Oriental,Male,Summer,10ml,100,2,0,0.0,100.0,200.0,0.432,86.34,113.66,Refunded,
25697,2024-07-18,2024,7,2384,Alexandria,35,Rosewood 35,Silk Route,Musk,Unisex,Summer,30ml,300,1,0,0.0,300.0,300.0,0.375,112.64,187.36,Paid,
25698,2024-07-18,2024,7,331,Qena,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,15ml,130,1,0,0.0,130.0,130.0,0.424,55.12,74.88,Paid,
25699,2024-07-18,2024,7,3368,Luxor,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,50ml,450,3,0,0.0,450.0,1350.0,0.425,573.93,776.07,Refunded,
25700,2024-07-18,2024,7,1908,Luxor,34,Amber 34,Elxair Noir,Fruity,Male,AllSeasons,3ml,30,2,1,19.4,24.18,48.36,0.444,26.64,21.72,Paid,
25701,2024-07-18,2024,7,3257,Assiut,44,Silk 44,Aurum Scents,Citrus,Male,Winter,3ml,30,1,0,0.0,30.0,30.0,0.384,11.51,18.49,Refunded,
25702,2024-07-18,2024,7,51,Assiut,38,Rosewood 38,Aurum Scents,Floral,Female,AllSeasons,5ml,50,4,1,21.2,39.4,157.6,0.353,70.55,87.05,Paid,
25703,2024-07-18,2024,7,3905,Assiut,20,Velour 20,Velour House,Fresh,Female,Summer,10ml,100,1,0,0.0,100.0,100.0,0.353,35.32,64.68,Paid,
25704,2024-07-18,2024,7,2528,Damietta,7,Amber 07,Elxair Noir,Woody,Female,Summer,50ml,450,1,0,0.0,450.0,450.0,0.437,196.79,253.21,Paid,4.0
25705,2024-07-18,2024,7,3951,Suez,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,10ml,100,2,0,0.0,100.0,200.0,0.396,79.12,120.88,Paid,
25706,2024-07-18,2024,7,1770,Tanta,7,Amber 07,Elxair Noir,Woody,Female,Summer,3ml,30,1,1,19.5,24.15,24.15,0.397,11.9,12.25,Paid,
25707,2024-07-18,2024,7,3002,Fayoum,12,Aurum 12,Velour House,Fresh,Male,AllSeasons,5ml,50,1,1,18.1,40.95,40.95,0.382,19.09,21.86,Paid,
25708,2024-07-18,2024,7,3210,Minya,4,Desert 04,Rosewood Atelier,Citrus,Female,Summer,5ml,50,1,1,26.2,36.9,36.9,0.351,17.54,19.36,Paid,4.0
25709,2024-07-18,2024,7,942,Minya,33,Desert 33,Silk Route,Fruity,Male,Winter,10ml,100,1,0,0.0,100.0,100.0,0.427,42.66,57.34,Paid,
25710,2024-07-18,2024,7,242,Sohag,2,Lumière 02,Velour House,Floral,Female,AllSeasons,5ml,50,4,0,0.0,50.0,200.0,0.415,83.07,116.93,Paid,5.0
25711,2024-07-18,2024,7,1509,Damietta,17,Velour 17,Nile Essence,Musk,Unisex,AllSeasons,50ml,450,1,0,0.0,450.0,450.0,0.36,161.86,288.14,Paid,
25712,2024-07-18,2024,7,2956,Port Said,7,Amber 07,Elxair Noir,Woody,Female,Summer,5ml,50,3,1,19.3,40.35,121.05,0.435,65.23,55.82,Pending,5.0
25713,2024-07-18,2024,7,2163,Mansoura,41,Silk 41,Aurum Scents,Woody,Unisex,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.412,53.55,76.45,Paid,
25714,2024-07-18,2024,7,2432,Damietta,19,Nile 19,Midnight Bloom,Oriental,Unisex,Winter,5ml,50,1,1,14.9,42.55,42.55,0.432,21.58,20.97,Paid,3.0
25715,2024-07-18,2024,7,2963,Tanta,42,Velour 42,Amber & Co,Woody,Male,AllSeasons,3ml,30,2,0,0.0,30.0,60.0,0.371,22.27,37.73,Paid,4.0
25716,2024-07-18,2024,7,2678,Cairo,7,Amber 07,Elxair Noir,Woody,Female,Summer,3ml,30,1,0,0.0,30.0,30.0,0.351,10.54,19.46,Paid,4.0
25717,2024-07-18,2024,7,2793,Aswan,2,Lumière 02,Velour House,Floral,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.393,51.07,78.93,Paid,4.0
25718,2024-07-18,2024,7,1421,Mansoura,33,Desert 33,Silk Route,Fruity,Male,Winter,5ml,50,2,1,28.3,35.85,71.7,0.432,43.2,28.5,Paid,
25719,2024-07-18,2024,7,3003,Suez,25,Silk 25,Silk Route,Oriental,Male,Winter,3ml,30,1,0,0.0,30.0,30.0,0.404,12.12,17.88,Paid,5.0
25720,2024-07-19,2024,7,2951,Sohag,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,3ml,30,4,0,0.0,30.0,120.0,0.42,50.45,69.55,Paid,
25721,2024-07-19,2024,7,2124,Beni Suef,4,Desert 04,Rosewood Atelier,Citrus,Female,Summer,3ml,30,2,0,0.0,30.0,60.0,0.353,21.15,38.85,Paid,
25722,2024-07-19,2024,7,613,Zagazig,24,Nile 24,Rosewood Atelier,Floral,Male,Summer,10ml,100,1,0,0.0,100.0,100.0,0.385,38.5,61.5,Paid,
25723,2024-07-19,2024,7,1043,Luxor,2,Lumière 02,Velour House,Floral,Female,AllSeasons,15ml,130,2,0,0.0,130.0,260.0,0.413,107.47,152.53,Paid,
25724,2024-07-19,2024,7,2636,Zagazig,12,Aurum 12,Velour House,Fresh,Male,AllSeasons,5ml,50,1,0,0.0,50.0,50.0,0.423,21.17,28.83,Paid,
25725,2024-07-19,2024,7,345,Cairo,36,Desert 36,Rosewood Atelier,Fruity,Male,Winter,3ml,30,1,1,22.4,23.28,23.28,0.385,11.55,11.73,Paid,
25726,2024-07-19,2024,7,646,Fayoum,32,Amber 32,Silk Route,Woody,Male,AllSeasons,5ml,50,1,1,27.7,36.15,36.15,0.406,20.29,15.86,Paid,
25727,2024-07-19,2024,7,3090,Alexandria,4,Desert 04,Rosewood Atelier,Citrus,Female,Summer,10ml,100,1,0,0.0,100.0,100.0,0.41,41.04,58.96,Paid,
25728,2024-07-19,2024,7,3533,Luxor,26,Elxair 26,Aurum Scents,Citrus,Female,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.39,11.7,18.3,Paid,
25729,2024-07-19,2024,7,813,Zagazig,2,Lumière 02,Velour House,Floral,Female,AllSeasons,5ml,50,1,1,13.8,43.1,43.1,0.417,20.85,22.25,Paid,
25730,2024-07-19,2024,7,3350,Tanta,33,Desert 33,Silk Route,Fruity,Male,Winter,3ml,30,1,0,0.0,30.0,30.0,0.442,13.26,16.74,Paid,
25731,2024-07-19,2024,7,1241,Mansoura,42,Velour 42,Amber & Co,Woody,Male,AllSeasons,30ml,300,1,0,0.0,300.0,300.0,0.396,118.75,181.25,Paid,
25732,2024-07-19,2024,7,3731,Beni Suef,1,Rosewood 01,Desert Oud,Oriental,Male,Summer,15ml,130,2,0,0.0,130.0,260.0,0.443,115.21,144.79,Paid,
25733,2024-07-19,2024,7,1235,Damietta,32,Amber 32,Silk Route,Woody,Male,AllSeasons,30ml,300,4,1,25.7,222.9,891.6,0.386,462.68,428.92,Paid,
25734,2024-07-19,2024,7,1116,Port Said,1,Rosewood 01,Desert Oud,Oriental,Male,Summer,3ml,30,1,0,0.0,30.0,30.0,0.384,11.51,18.49,Paid,4.0
25735,2024-07-19,2024,7,574,Zagazig,27,Midnight 27,Desert Oud,Fruity,Unisex,Summer,3ml,30,1,0,0.0,30.0,30.0,0.408,12.24,17.76,Paid,
25736,2024-07-19,2024,7,2512,Minya,1,Rosewood 01,Desert Oud,Oriental,Male,Summer,30ml,300,2,0,0.0,300.0,600.0,0.425,254.8,345.2,Paid,4.0
25737,2024-07-19,2024,7,2612,Tanta,39,Velour 39,Elxair Noir,Fruity,Female,AllSeasons,5ml,50,2,0,0.0,50.0,100.0,0.356,35.64,64.36,Paid,
25738,2024-07-19,2024,7,216,Ismailia,43,Midnight 43,Elxair Noir,Fresh,Female,Winter,5ml,50,2,1,24.7,37.65,75.3,0.382,38.19,37.11,Paid,
25739,2024-07-19,2024,7,2600,Beni Suef,8,Rosewood 08,Lumière Paris-Style,Floral,Unisex,Summer,5ml,50,1,1,29.5,35.25,35.25,0.438,21.92,13.33,Paid,
25740,2024-07-19,2024,7,577,Fayoum,2,Lumière 02,Velour House,Floral,Female,AllSeasons,15ml,130,1,0,0.0,130.0,130.0,0.424,55.14,74.86,Paid,
25741,2024-07-19,2024,7,3600,Mansoura,7,Amber 07,Elxair Noir,Woody,Female,Summer,3ml,30,2,0,0.0,30.0,60.0,0.389,23.34,36.66,Paid,
25742,2024-07-19,2024,7,1242,Alexandria,37,Silk 37,Silk Route,Oriental,Female,Summer,5ml,50,3,0,0.0,50.0,150.0,0.373,55.97,94.03,Paid,
25743,2024-07-19,2024,7,897,Damietta,21,Desert 21,Midnight Bloom,Musk,Unisex,AllSeasons,3ml,30,3,0,0.0,30.0,90.0,0.397,35.76,54.24,Paid,
25744,2024-07-19,2024,7,2790,Aswan,10,Desert 10,Aurum Scents,Fruity,Male,AllSeasons,5ml,50,1,1,22.0,39.0,39.0,0.364,18.18,20.82,Paid,
25745,2024-07-19,2024,7,2453,Suez,44,Silk 44,Aurum Scents,Citrus,Male,Winter,50ml,450,2,1,26.5,330.75,661.5,0.391,351.5,310.0,Refunded,
25746,2024-07-19,2024,7,1275,Zagazig,5,Rosewood 05,Aurum Scents,Woody,Unisex,Summer,5ml,50,1,0,0.0,50.0,50.0,0.437,21.83,28.17,Paid,
25747,2024-07-19,2024,7,1684,Suez,22,Elxair 22,Lumière Paris-Style,Oriental,Unisex,Winter,5ml,50,1,1,20.9,39.55,39.55,0.39,19.48,20.07,Paid,
25748,2024-07-19,2024,7,1619,Minya,23,Midnight 23,Aurum Scents,Oriental,Male,Summer,5ml,50,1,0,0.0,50.0,50.0,0.431,21.56,28.44,Pending,
25749,2024-07-19,2024,7,73,Port Said,25,Silk 25,Silk Route,Oriental,Male,Winter,3ml,30,1,1,26.1,22.17,22.17,0.402,12.07,10.1,Paid,
25750,2024-07-19,2024,7,1390,Fayoum,9,Aurum 09,Velour House,Fresh,Male,Winter,10ml,100,1,1,24.2,75.8,75.8,0.362,36.19,39.61,Paid,
25751,2024-07-19,2024,7,274,Assiut,32,Amber 32,Silk Route,Woody,Male,AllSeasons,100ml,600,1,0,0.0,600.0,600.0,0.406,243.8,356.2,Paid,
25752,2024-07-19,2024,7,1816,Minya,40,Lumière 40,Aurum Scents,Fruity,Unisex,Summer,100ml,600,1,0,0.0,600.0,600.0,0.411,246.72,353.28,Refunded,
25753,2024-07-19,2024,7,119,Damietta,9,Aurum 09,Velour House,Fresh,Male,Winter,5ml,50,1,0,0.0,50.0,50.0,0.382,19.12,30.88,Paid,5.0
25754,2024-07-19,2024,7,204,Suez,2,Lumière 02,Velour House,Floral,Female,AllSeasons,3ml,30,1,0,0.0,30.0,30.0,0.399,11.97,18.03,Paid,
